#X		#Y		#Wave		#Intensity
-9320.570997	29103.263667	1713.651367	0.002778
-9320.570997	29103.263667	1712.676758	0.007650
-9320.570997	29103.263667	1711.701172	0.009070
-9320.570997	29103.263667	1710.726563	0.005602
-9320.570997	29103.263667	1709.750977	0.003876
-9320.570997	29103.263667	1708.775391	0.003561
-9320.570997	29103.263667	1707.799805	0.005102
-9320.570997	29103.263667	1706.823242	0.005081
-9320.570997	29103.263667	1705.847656	0.001113
-9320.570997	29103.263667	1704.871094	0.003155
-9320.570997	29103.263667	1703.894531	0.002313
-9320.570997	29103.263667	1702.916992	0.006724
-9320.570997	29103.263667	1701.940430	0.003013
-9320.570997	29103.263667	1700.962891	0.004345
-9320.570997	29103.263667	1699.985352	0.002700
-9320.570997	29103.263667	1699.006836	0.006989
-9320.570997	29103.263667	1698.029297	0.008026
-9320.570997	29103.263667	1697.050781	0.007393
-9320.570997	29103.263667	1696.072266	0.012115
-9320.570997	29103.263667	1695.093750	0.011434
-9320.570997	29103.263667	1694.114258	0.009425
-9320.570997	29103.263667	1693.135742	0.008844
-9320.570997	29103.263667	1692.156250	0.014235
-9320.570997	29103.263667	1691.176758	0.012850
-9320.570997	29103.263667	1690.196289	0.013717
-9320.570997	29103.263667	1689.216797	0.011713
-9320.570997	29103.263667	1688.236328	0.016526
-9320.570997	29103.263667	1687.255859	0.015334
-9320.570997	29103.263667	1686.275391	0.018196
-9320.570997	29103.263667	1685.293945	0.022917
-9320.570997	29103.263667	1684.313477	0.023459
-9320.570997	29103.263667	1683.332031	0.022121
-9320.570997	29103.263667	1682.350586	0.023614
-9320.570997	29103.263667	1681.368164	0.025348
-9320.570997	29103.263667	1680.386719	0.022620
-9320.570997	29103.263667	1679.404297	0.023231
-9320.570997	29103.263667	1678.421875	0.024273
-9320.570997	29103.263667	1677.439453	0.027584
-9320.570997	29103.263667	1676.456055	0.025523
-9320.570997	29103.263667	1675.472656	0.025471
-9320.570997	29103.263667	1674.489258	0.028132
-9320.570997	29103.263667	1673.505859	0.029525
-9320.570997	29103.263667	1672.522461	0.026141
